address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,choice.7,choice.8,voting_power,timestamp,author_ipfs_hash,reason
0xb957DccaA1CCFB1eB78B495B499801D591d8a403,,1,1,1,1,1,1,1,0.3406446066529477,1705586035,bafkreianlqkwvvoygfyxd56dlzfaykrvseg5sj7kf7macgvkuuy4reoclm,""
0x7AAEE144a14Ec3ba0E468C9Dcf4a89Fdb62C5AA6,,1,,,,,,,2.1887644290728843,1705591335,bafkreieh5yqwjdadxe4i3j52cpy3gti5yn6vilavgss6ncvn4ii6bmxjgu,""
0xeDf2cfD0A8da2891eA0f2b187EBa298A366A100d,,1,,,,,,,2.1985042964912607,1705600234,bafkreihuefmzx3vr5rl7ht46udlwg5mudgl3xn322sbwk47tnkaesa74hi,""
0xD619F816156EFfABF9dDab313cff6b46cad3Fbdd,,,,,,,,1,0.06079612296288285,1705630145,bafkreifb6yfbjtcnboz4epamcyybrfgdzxhz65d76cdstmbs7emw4kwrv4,"Most decentralized option. Deserves a much higher share."
0x906AfE716e75fBB69B22cAD01Ab19b43de32308b,,,,,,,,1,2.302358503641296,1705634417,bafkreibsmwa526h5vjv75b2xclwvdfttkjpkrrqdwes6mvb3z3g3qblrmq,""
0xa8CC9BCf39E981e5629731A18e87A7FCaf4D72B3,,4,,,,2,,4,10.943822145364422,1705636806,bafkreieeyyko6b3t54f6ngb5vjfac4iwwc2jum4q4i2i7jyfbvo3ovb3ra,""
0x9d8d7220D060fd12Ca33336B7239688e366327dE,1,1,1,,,,,,0.7882525450875032,1705640493,bafkreiepo4rm6l3pbxirxy7bw77zmhmqxk74ezmxomjqxiztvkb7nnre54,""
0xFc4605B7046B3Fb512B69ae91918b9305F1C4254,,,,,,,,20,3.1240153393105725,1705670761,bafkreiflq57fpwymrt5e2l6os3yydoyvyzfa5w4n5u26y2bpif5zck5hdy,""
0x3Ba6eB0e4327B96aDe6D4f3b578724208a590CEF,,1,,,,,1,1,0.43775288581457683,1705682374,bafkreibvwnpy3izj4l2gq7c3zroh5o4w5ia4slbr2oipukt7hwxlbhkc3q,""
0x4570d5b4177Cf209944e8E3fB1f2A77021ffD5C5,,,,,,,1,,26.507704298802047,1705682421,bafkreigphypabkqrgyrys4v57n7yrlv2tuxlsr7b6eqgzxkhjpnfbvsbpy,""
0x992dac69827A200BA112A0303Fe8F79F03c37D9d,,,,,,,1,,110.91174628829995,1705682538,bafkreihqgyqzfqnisjopdcskwt3y332cmb4cqxg5v7pocjdbosh3snqu24,""
0x3295e39F9Ea9Db98929B52f076acb7D1535A23Cb,,,,,,,1,,3.6479407151214738,1705690746,bafkreiap5zkiasbms3l5hij72eviyc7kwj4k3gvpz5ljdji2ebct5rrsmm,""
0x08e166BDdc849CFd91084e828B5096085e8e0875,,1,,2,,,1,2,0.30573036875937376,1705691199,bafkreicq5be2mhogeincmy3rbhifvfinvfvvnf32pswt2cwg23gs7jz4rq,""
0x40Fd143A27c58a93D1d4C3Ee19603426180a592C,,,,,,1,,1,50.04265155830611,1705698378,bafkreihfveq57k5h4piyjktpbeckvdatxnsbnnqsrxt2q3dlriwbwxc35q,""
0x2f463642fa60CB1f1fd1c57af25B34b7a9A99586,1,,,,,,,,127.85589929410747,1705702033,bafkreieyev5qhrrjxrczx4wtlh3qdhmmkkwgxfhbd2epwelhkidbjapdye,""
0x3864ca7A0D5B73B58C77ac79c25DB823CeBF910D,,,,,,,5,,0.35867754240989447,1705728470,bafkreiedzvur6pi3zz33xpbjbwdgypqs3ozxkulocjn733hdpq3r5cr7jm,""
0x20216577f78eE7D6d5b2b962C744a950efc77437,,,,,,,1,,24.076408719801726,1705732253,bafkreiebhaehlrfh73ibsu64crokdusrjkeqsxjxuiunndd32q23rluvie,""
0x2951B1F7058bd2C05F01954002C450BaC0873847,1,,,,,,,,0.03647940715121474,1705755306,bafkreifpwt3ex24uopmheodmjymqhr37mpxd2awpd7aes2mcst5s3cts6i,""
0x1473A0d2BEb958077382fFE1d0ef83946f8147FB,,,,,,,1,,0.679391781760884,1705761068,bafkreicb527n6gj46ootfmlgf2et46ovmgcivf463ywbr6utsbgrmrlku4,""
0x8a2D44D281a37D78753F4e5771854f9F296291d0,1,,,,,,,,7.417557473957157,1705761188,bafkreicxf5i2762vwl3n4qpg4niypjlegafo3jwmub7upcaywqw5cfisui,""
0x55a4F9d5d8D944F2485a9d3Dc335A6936FC40677,1,,,,,,,,8.764029338891241,1705761230,bafkreibshtpvhabhhalsqi5nkqnm6z6dxtbv3pl4rw5qcx5mb5uwfuv2oi,""
0x7115b222b2CcdE533A27A75D3E8629832E6DC1e3,,1,,,,2,2,5,15.995836168420777,1705779931,bafkreidonw22a57n2hrrpgjborridpjbmky2verwchjl3wjjyc3ux53cce,""
0x53C40473DcdFd927C4201cCFE24E314a7D7C3584,,,,,,,1,,0.329804202013309,1705781923,bafkreidbdbi74hvxy6zyy4mjk27yr7w4hia6fricesc4nqbvrdplrld6xq,""
0x57ef2b98306D2c98F2FcEbBDd05090c75982AF72,1,,,,,,,,12.862151173298058,1705798535,bafkreicdnxkxok56mcb5siudow3fwdz56y6kkdq45j2yhxjwbd3qhvk64q,""
0xdAb4cc54a8BeA0cd7833c9a453E7F4C996b3D100,,5,30,5,20,5,30,5,11.213173569709609,1705893578,bafkreif4f23bnlcucdfumwauwgkgdcajsvd26ffhuqcn5cixatsqevlwiu,""
0x9d560c8963e8758C1dBf9BeD87D0ff17764b1cA4,100,,,,,,,,18.807257908625836,1705911111,bafkreigvvvbba7ww47vfpxfrkmhbpb4j4uns4z4snzw762zeih3vwynqqm,""
0xEa04a9Fe2CEf51B504e7da8cf1b859454AE27030,1,,,,,,,,5.107117001170064,1705928708,bafkreibytqjvdmd2ehxrndy6oulodj6yv5vozeh4qneuf3y7zigr42awuq,""
0x029F1c62662CbBfe79CE55B285FeE4E2db081a06,,,,,,,,1,32.83318044444431,1705940501,bafkreidqxwxqdwan3lvzpr6ajgkuioztk63wegqzuzmybgbuxkfogf36dm,"rETH good tuken"
0x19636BF1F0bB0e813D316A73Cc91f03153b6Db41,,,,,,,,1,1.4591762860485895,1705955496,bafkreigwlzsmrqyfbsuek7gji6psl6jv6hk74prjttwb4lzgoc7mwiwecy,""
0xE53D3f2B99FE0Ed6C05977bC0547127836f0D78d,,,,,,,1,,0.6270386505445856,1705973900,bafkreihgrx3bdtgjem3oxxw2grdgdiss3zxrn5uzwypcaq7v6usbmimkxq,""
0x2F8742738E55B7e15d8c1AA213Af1Ff9289C7C6B,,,,,,,,100,17.99055341031316,1705978935,bafkreiewwrk6eojlyoe2i7gispbcieygo2wfbppdznwjnz3vvwrrkjj6d4,""
0x8C68a0FC20F27532Fe4BF7a41b98746d96bc8B60,,,,,,,100,,5.557095772149086,1705979612,bafkreief4a2i4njkbiwznt5eslnc5b2c3g2okam2uamurblwv2ot2wslde,""
0xaE79f0562C2128cC12d0ac068aC288856Fe0e1AB,,,,,,,100,,0.438572481303655,1705979682,bafkreibro7nnyc7daqu5wzufhtoeffan5amjppede5xvuh6hifmg774ori,""
0x5bA6624Ed97EAdDC2a2b5778A2771716Eb4Ca96A,,1,,,,,,,14.591762860485895,1706001610,bafkreihjpcvi6dxcsz6vhg4toegeexesutohapp2edt2twxjfckz3hec5i,""
0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,,1,,,,,,,36.47940715121474,1706025202,bafkreifxsa7epnmbv2vwlfqljrnzri7zhyernsuxcg5mi3ysudszaqxuza,""
0x6D5a7597896A703Fe8c85775B23395a48f971305,,,,,,,73,,72.95881430242947,1706090149,bafkreig4uhqoqpcsaxieuyll5bzbiwvmzz25dxbgwa6qt2vvaorv6cadtm,""
0x02cA76E87779412a77Ee77C3600D72F68b9ea68C,,,,,,,168,,168.21657645692252,1706091003,bafkreifld2el7z7qbv6a2ux6bid7gov6jzlp4o7hbcaliogfspgt3ronhm,""
0x3C9F71Ae57FEA4a2E38C9d413705Ed1FDcD9e3Da,,,,,,,100,,59.07341212365702,1706091586,bafkreibjxtnndl6ugxup4c4zxgx4xm4bkfypqlvt4dzdowfgnq52pwbvqu,""
